City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,kingston,17.997,-76.7936,34.58,60,20,4.12,JM,1690395446
359,vila velha,-20.3297,-40.2925,25.97,73,0,4.63,BR,1690395489
360,saint-philippe,-21.3585,55.7679,20.77,81,32,4.77,RE,1690395070
361,quelimane,-17.8786,36.8883,20.75,67,92,2.13,MZ,1690395070
362,sant cristofol de les fonts,42.1696,2.4994,25.1,51,98,0.45,ES,1690395071
363,point pedro,9.8167,80.2333,27.39,82,83,9.29,LK,1690395071
364,palikir - national government center,6.9248,158.1611,27.16,80,95,4.1,FM,1690395491
365,rubio,7.7013,-72.3557,29.47,46,78,2.55,VE,1690395071
366,wanning,18.8003,110.3967,27.33,86,99,3.03,CN,1690395072
367,raduzhny,62.0961,77.475,17.43,83,67,2.53,RU,1690395466
368,yaren,-0.5472,166.916,27.98,78,99,4.46,NR,1690395492
369,valdez,1.2492,-78.9831,26.55,80,97,3.91,EC,1690395073
370,port elizabeth,-33.918,25.5701,16.16,67,0,3.6,ZA,1690395457
371,guerrero negro,27.9769,-114.0611,26.8,50,8,4.37,MX,1690395055
372,boende,-0.2167,20.8667,27.57,64,94,1.54,CD,1690395073
373,pimentel,-6.8367,-79.9342,26.16,61,75,4.12,PE,1690395073
374,swakopmund,-22.6833,14.5333,13.88,78,39,2.24,NA,1690395074
375,puerto aysen,-45.4,-72.7,5.02,87,100,0.0,CL,1690395074
376,siteki,-26.45,31.95,14.9,82,15,2.54,SZ,1690395074
377,dori,14.0354,-0.0345,37.86,29,99,2.92,BF,1690395074
378,tadine,-21.55,167.8833,19.78,59,100,7.72,NC,1690395075
379,rongelap,11.1635,166.8941,27.93,81,100,7.85,MH,1690395495
380,ghat,24.9647,10.1728,37.46,8,9,5.19,LY,1690395075
381,papao,-17.75,-149.55,25.82,90,83,2.63,PF,1690395076
382,tarawa,1.419,172.984,26.83,77,99,1.3,KI,1690395076
383,leava,-14.3,-178.1667,25.75,75,100,7.4,WF,1690395499
384,la charite-sur-loire,47.1833,3.0167,22.9,48,99,1.84,FR,1690395076
385,manistee,44.2445,-86.3242,24.41,95,100,0.0,US,1690395077
386,smithers,54.7804,-127.1743,18.0,56,91,2.39,CA,1690395077
387,hovd,48.0056,91.6419,22.03,29,77,3.72,MN,1690395077
388,lazaro cardenas,17.9583,-102.2,32.52,51,43,2.84,MX,1690395077
389,pathein,16.7833,94.7333,25.83,92,37,1.76,MM,1690395077
390,queenstown,-31.8976,26.8753,14.61,46,13,2.29,ZA,1690395078
391,simanggang,1.2472,111.4528,23.63,88,81,0.93,MY,1690395078
392,sola,-13.8833,167.55,24.79,84,100,12.17,VU,1690395078
393,muana,-1.5283,-49.2167,34.42,41,70,1.17,BR,1690395080
394,monrovia,6.3005,-10.7969,26.87,87,84,4.5,LR,1690395080
395,tsetserleg,47.475,101.4542,12.12,73,31,2.14,MN,1690395080
396,turnu magurele,43.75,24.8667,27.52,58,29,9.29,RO,1690395081
397,huicheng,23.0385,116.2899,28.2,81,75,2.17,CN,1690395081
398,palembang,-2.9167,104.7458,27.05,83,40,1.54,ID,1690394955
399,fuyang,32.9,115.8167,24.86,95,0,2.4,CN,1690395082
400,tomatlan,19.9333,-105.25,34.08,46,73,2.28,MX,1690395082
401,lubao,14.9167,120.55,29.04,91,100,6.37,PH,1690395082
402,budva,42.2864,18.84,28.14,72,0,1.03,ME,1690395082
403,rudsar,37.1376,50.288,24.99,82,65,0.77,IR,1690395082
404,north bend,43.4065,-124.2243,23.48,68,0,6.69,US,1690395083
405,pandan,14.0453,124.1694,27.49,81,100,6.3,PH,1690395503
406,bowling green,36.9903,-86.4436,31.97,64,0,5.14,US,1690394795
407,ust-tsilma,65.441,52.1498,15.2,87,42,1.42,RU,1690395084
408,malango,-2.9627,119.9001,18.92,97,90,0.38,ID,1690395084
409,constantia,44.1833,28.65,25.39,71,7,2.21,RO,1690395504
410,aswan,24.0934,32.907,37.95,14,99,3.15,EG,1690395085
411,telemaco borba,-24.3239,-50.6156,25.03,42,85,1.8,BR,1690395085
412,kalymnos,36.95,26.9833,29.74,65,0,4.63,GR,1690395085
413,lionel town,17.8101,-77.2406,32.94,54,100,3.42,JM,1690395504
414,labytnangi,66.6572,66.4183,16.42,89,99,4.26,RU,1690395085
415,kainantu,-6.2887,145.8655,13.61,98,74,1.09,PG,1690395085
416,gornopravdinsk,60.05,69.9,15.28,97,93,2.25,RU,1690395086
417,bizhbulyak,53.6967,54.2642,19.01,76,66,2.03,RU,1690395086
418,olbernhau,50.6667,13.3333,16.43,77,73,3.42,DE,1690395086
419,izberbash,42.5696,47.8645,24.03,82,13,3.87,RU,1690395086
420,iringa,-7.7667,35.7,11.82,69,28,3.47,TZ,1690395086
421,crane,31.3974,-102.3501,34.56,25,21,7.84,US,1690395462
422,guane,22.2025,-84.0875,33.84,50,47,3.42,CU,1690395086
423,aripuana,-9.1667,-60.6333,36.57,23,3,1.5,BR,1690395086
424,broome,42.2506,-75.833,30.81,49,40,3.09,US,1690395506
425,hobbs,32.7026,-103.136,35.03,17,0,6.69,US,1690395086
426,kapoeta,4.7717,33.5903,22.62,85,86,3.46,SS,1690395087
427,ixtapa,20.7,-105.2,30.57,74,75,3.09,MX,1690395087
428,happy valley-goose bay,53.3168,-60.3315,26.17,41,40,5.14,CA,1690395321
429,onega,63.9061,38.1404,14.82,81,95,2.32,RU,1690395507
430,burang,30.25,81.1667,11.14,84,99,2.16,CN,1690395507
431,kailua-kona,19.6406,-155.9956,29.22,82,20,2.57,US,1690395507
432,moelan-sur-mer,47.8142,-3.6289,18.15,94,100,5.66,FR,1690395087
433,frontera,26.9333,-101.45,33.86,45,40,3.13,MX,1690395087
434,zuunmod,47.7069,106.9528,9.57,78,5,0.79,MN,1690395087
435,salida,37.7058,-121.0849,31.75,40,0,2.06,US,1690395087
436,lebu,-37.6167,-73.65,10.45,74,100,1.96,CL,1690395466
437,tommot,58.9564,126.2925,16.17,94,40,0.85,RU,1690395509
438,touros,-5.1989,-35.4608,28.47,62,10,8.2,BR,1690395500
439,lihue,21.9789,-159.3672,26.77,82,75,7.2,US,1690395326
440,kudat,6.8837,116.8477,26.83,88,100,1.34,MY,1690395088
441,jaisalmer,26.9147,70.9181,31.89,63,99,2.32,IN,1690395088
442,chasong,41.4608,126.6414,19.97,98,18,1.42,KP,1690395088
443,bungu,-7.6337,39.0582,20.93,83,22,2.8,TZ,1690395088
444,la penita de jaltomba,21.0333,-105.25,30.94,63,94,2.13,MX,1690395088
445,yuzhno-sukhokumsk,44.6581,45.6436,25.67,48,1,4.71,RU,1690395088
446,guelph,43.5501,-80.2497,29.73,52,20,7.72,CA,1690394911
447,as sulayyil,20.4607,45.5779,37.73,8,38,3.99,SA,1690395088
448,hotan,37.0997,79.9269,29.14,27,4,3.23,CN,1690395088
449,qarauyl,48.9451,79.255,23.32,30,96,2.97,KZ,1690395088
450,binhe,32.6883,112.8275,25.97,79,99,2.31,CN,1690395089
451,rangsdorf,52.295,13.4334,19.46,58,0,2.06,DE,1690395089
452,illizi,26.4833,8.4667,39.82,7,7,5.16,DZ,1690395089
453,hammerfest,70.6634,23.6821,15.25,63,40,5.66,NO,1690395469
454,tshabong,-26.05,22.45,18.77,23,59,3.5,BW,1690395511
455,orcopampa,-15.2661,-72.3417,14.17,9,0,3.18,PE,1690395089
456,minas,-34.3759,-55.2377,11.16,88,100,8.56,UY,1690395089
457,kourou,5.1552,-52.6478,27.03,66,15,3.64,GF,1690395512
458,lebanon,36.2081,-86.2911,32.28,66,20,3.6,US,1690394824
459,shiqian,27.5225,108.2281,23.64,98,100,0.27,CN,1690395089
460,buritizeiro,-17.3511,-44.9622,31.47,23,2,0.9,BR,1690395089
461,qarazhal,48.0078,70.7903,28.07,33,100,3.16,KZ,1690395090
462,amiens,49.9,2.3,22.55,63,99,2.78,FR,1690394970
463,mirny,62.5353,113.9611,14.02,87,46,4.02,RU,1690395043
464,baturaja,-4.1333,104.1667,22.79,98,87,0.7,ID,1690395090
465,arambol,15.6868,73.7045,25.48,86,100,7.71,IN,1690395090
466,monticello,45.3055,-93.7941,31.62,64,0,0.0,US,1690394978
467,maba,24.6841,113.5984,24.99,91,92,1.16,CN,1690394910
468,san antonio de pale,-1.4014,5.6325,23.03,90,75,5.54,GQ,1690395514
469,bethanie,-26.4833,17.15,12.51,17,0,1.48,NA,1690395091
470,sakakah,29.9697,40.2064,37.21,11,21,4.28,SA,1690395091
471,griffith,41.5284,-87.4237,30.05,79,100,6.69,US,1690395091
472,popesti,47.2333,22.4167,20.77,85,99,3.04,RO,1690395092
473,bandar lampung,-5.4254,105.258,23.35,90,52,2.19,ID,1690395093
474,sulak,43.2734,47.5146,24.47,78,0,6.32,RU,1690395093
475,langsa,4.4683,97.9683,24.03,97,48,0.93,ID,1690395093
476,luza,60.6308,47.2512,16.44,84,98,3.01,RU,1690395093
477,zeya,53.75,127.2667,17.83,67,12,1.28,RU,1690395093
478,chos malal,-37.3781,-70.2709,9.09,37,85,1.34,AR,1690395515
479,ampanihy,-24.7,44.75,16.67,64,0,6.36,MG,1690395094
480,sona,45.4388,10.8255,26.69,39,20,3.09,IT,1690395094
481,faya-largeau,17.9257,19.1043,37.44,11,99,2.9,TD,1690395094
482,taoudenni,22.6783,-3.9836,45.96,7,4,3.75,ML,1690395516
483,felixstowe,51.9637,1.3511,19.98,64,78,3.13,GB,1690395094
484,shanghai,31.2222,121.4581,28.92,88,75,4.0,CN,1690394822
485,qarqaraly,49.4058,75.4742,23.68,32,100,3.03,KZ,1690395516
486,rolla,37.9514,-91.7713,33.04,55,0,7.2,US,1690395095
487,soba,10.9813,8.0575,26.26,65,52,2.81,NG,1690395095
488,rio rico,31.4715,-110.9765,37.81,41,5,2.27,US,1690395095
489,fale old settlement,-9.3852,-171.2468,28.29,72,91,8.44,TK,1690395517
490,jumla,29.2747,82.1838,17.47,96,100,1.11,NP,1690395095
491,nadym,65.5333,72.5167,20.86,69,56,3.54,RU,1690395008
492,kalabo,-14.97,22.6814,19.65,31,60,1.72,ZM,1690395519
493,walvis bay,-22.9575,14.5053,13.94,73,10,7.29,NA,1690395519
494,es castell,39.8795,4.2854,25.38,57,0,3.6,ES,1690395096
495,betio village,1.358,172.9211,26.46,80,100,0.45,KI,1690395392
496,kuqa,41.7278,82.9364,31.16,21,1,1.65,CN,1690395096
497,medicine hat,50.0501,-110.6683,23.73,28,0,1.79,CA,1690395096
498,fort mcmurray,56.7268,-111.381,18.36,52,91,1.61,CA,1690395074
499,oyama,36.3,139.8,27.42,63,18,1.25,JP,1690395097
500,tessaoua,13.7574,7.9874,34.97,35,84,5.24,NE,1690395102
501,bhabhua,25.05,83.6167,34.31,47,100,5.69,IN,1690395102
502,chalinze,-6.6378,38.354,21.77,69,90,2.73,TZ,1690395102
503,tondano,1.3038,124.9112,20.05,97,98,1.91,ID,1690395102
504,bilmak,47.3624,36.6511,21.84,60,1,3.81,UA,1690395102
505,kerrville,30.0474,-99.1403,35.66,41,40,5.66,US,1690395102
506,rampur,28.8167,79.0333,27.65,81,100,2.43,IN,1690395102
507,loreto,22.2667,-101.9667,20.54,51,100,2.39,MX,1690395103
508,jiayuguan,39.8167,98.3,26.14,27,91,0.74,CN,1690395103
509,al khafji,28.4391,48.4913,35.68,34,5,3.0,SA,1690395103
510,okhotsk,59.3833,143.3,14.39,97,87,1.89,RU,1690395523
511,valparaiso,-33.0393,-71.6273,16.13,70,40,4.63,CL,1690395103
512,tucuma,-0.1833,-50.05,30.97,58,35,2.8,BR,1690395103
513,mariental,-24.6333,17.9667,18.88,17,0,5.67,NA,1690395525
514,luckenwalde,52.0833,13.1667,19.39,53,81,2.68,DE,1690395103
515,cidade velha,14.9167,-23.6167,29.26,74,40,6.69,CV,1690395103
516,amos,48.5669,-78.1162,22.66,69,84,4.85,CA,1690394995
517,terenozek,45.05,64.9833,30.69,29,100,4.85,KZ,1690395103
518,cuajinicuilapa,16.4667,-98.4167,34.58,45,59,1.55,MX,1690395104
519,huanuni,-18.2667,-66.85,11.27,9,0,6.04,BO,1690395104
520,pasan,22.85,82.2,26.62,77,78,1.64,IN,1690395104
521,hashtrud,37.4779,47.0508,22.63,44,17,2.24,IR,1690395104
522,bhamo,24.2667,97.2333,23.92,97,75,0.57,MM,1690395104
523,aykhal,66.0,111.5,15.53,70,100,3.07,RU,1690395526
524,les trois-ilets,14.539,-61.0361,31.95,66,75,6.69,MQ,1690395104
525,kovdor,67.5662,30.4758,15.05,73,100,1.34,RU,1690395104
526,axim,4.8699,-2.2405,25.66,85,90,3.02,GH,1690395104
527,bria,6.5423,21.9863,23.0,91,82,0.71,CF,1690395104
528,bamboo flat,11.7,92.7167,27.66,84,95,7.02,IN,1690395105
529,taro,-8.3862,115.28,21.03,93,73,1.22,ID,1690395105
530,chegdomyn,51.1167,133.0167,17.01,98,75,0.36,RU,1690395105
531,tres arroyos,-38.3739,-60.2798,8.27,74,66,7.93,AR,1690395105
532,korsholm,63.1142,21.6822,17.16,88,0,1.03,FI,1690395105
533,ascension,30.2169,-90.9001,35.12,48,40,3.09,US,1690395105
534,hermansverk,61.1846,6.8502,21.25,55,0,0.51,NO,1690395105
535,tonghae,37.5439,129.1069,25.37,82,97,3.01,KR,1690394964
536,harar,9.3094,42.1258,16.62,77,32,2.45,ET,1690395105
537,howrah,22.5892,88.3103,28.0,89,40,2.06,IN,1690395456
538,cooma,-36.2333,149.1333,0.43,73,8,1.14,AU,1690395105
539,tuy hoa,13.0833,109.3,26.64,79,100,6.0,VN,1690395106
540,itoman,26.1247,127.6694,28.43,92,75,7.2,JP,1690395528
541,chibougamau,49.9168,-74.3659,20.79,68,75,6.92,CA,1690395502
542,bathsheba,13.2167,-59.5167,30.58,83,40,8.23,BB,1690395106
543,berea,41.3662,-81.8543,32.3,59,40,8.23,US,1690395106
544,polyarnyy,69.1989,33.4478,10.56,97,100,2.59,RU,1690395499
545,sarandi del yi,-33.35,-55.6333,11.94,89,100,8.47,UY,1690395106
546,san matias,-16.3667,-58.4,36.96,19,0,1.59,BO,1690395528
547,bakanas,44.8081,76.2772,31.8,18,0,4.31,KZ,1690395106
548,hilo,19.7297,-155.09,23.85,97,75,3.6,US,1690395106
549,novofedorivka,46.1713,32.3178,24.57,71,3,9.46,UA,1690395106
550,diu,20.7141,70.9822,26.99,88,100,7.49,IN,1690395106
551,langepas,61.2544,75.2124,15.49,98,52,2.81,RU,1690395083
552,feres,40.8956,26.17,28.69,61,0,0.0,GR,1690395107
553,paita,-5.0892,-81.1144,24.69,67,93,5.27,PE,1690395482
554,sidareja,-7.4846,108.7923,20.78,97,66,0.22,ID,1690395107
555,orkney,-26.9802,26.6727,13.87,46,0,4.43,ZA,1690395107
556,neryungri,56.6709,124.6491,14.02,93,54,0.69,RU,1690395107
557,chilliwack,49.1747,-121.9443,22.21,61,21,1.54,CA,1690395107
558,sabang,5.8933,95.3214,28.13,81,100,8.96,ID,1690395529
559,pionerskiy,54.9508,20.2275,16.53,69,96,5.98,RU,1690395107
